Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
4/9/2012,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NV,89183,,N/A,Web,4/11/2012,Closed without relief,Yes,No,45040
3/14/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,IL,60610,,N/A,Phone,3/14/2017,Closed with monetary relief,Yes,No,2385804
5/26/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MN,55072,,N/A,Referral,6/10/2015,Closed with explanation,Yes,No,1392374
8/28/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,"I have a final judgement vacating the mortgage that "" Nation Star '' & XXXX XXXX are trying to collect. Additionally, they have stolen my insurance proceeds and have refused to return them. I have been living in squalor as a result of this.",,NATIONSTAR MORTGAGE,FL,331XX,,Consent provided,Web,8/28/2015,Closed with explanation,Yes,No,1542788
4/21/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"On XXXX XXXX I disputed a collection account from XXXX and demanded validated proof under FCRA s. 611 ( 5 ) ( a ). 
On XXXX XXXX Experian responded that "" account remains '' without any further explanation or proof. 
On XXXX XXXX I wrote a letter stating that improper investigation was conducted, and that they failed to provide me with a copy of documentation, under section XXXX ( a ) ( XXXX ) ( A ). 
On XXXX XXXX Experian responded that they had previously processed the request. Again, no proof of anything was presented.",Company chooses not to provide a public response,EXPERIAN DELAWARE GP,FL,331XX,,Consent provided,Web,4/21/2015,Closed with explanation,Yes,Yes,1340387
3/15/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"On XXXX XXXX XXXX I went foreclosure due my financial hardship of income loss and my sons condition he was having with his XXXX and XXXX.. I recently did a uniform borrower assistance form for Bank of America and in XX/XX/XXXX I was denied a loan modification on XXXX XXXX XXXX .. I appealed and was denied on XXXX XXXX because they said I did not have a Financial hardship and my Income was the same and my bills are not higher than my income. I Fax all my housing expense documents to Bank of America pertaining my job loss, bills and home insurance premiums property taxes and they still did not look this through and waited to the last minute to call me. I also told Bank America my mom does not help me anymore and that was a loss of income I dont get anymore. I also was not gived a written notice to prevent a foreclosure for my home.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",DE,197XX,,Consent provided,Web,3/15/2016,Closed with explanation,Yes,No,1832808
8/8/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",HI,96786,Servicemember,N/A,Web,8/8/2013,Closed with non-monetary relief,Yes,No,484185
2/1/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,"I am writing to report Portfolio Associates for harassment and making threatening statements. 

On XXXX XXXX, XXXX, I received a call on my home phone but did not recognize the number. I called back and found it was Portfolio Associates calling about a debt which is more than 12 years old. The debt was disputed but never resolved and since has been expunged from my credit history. I explained to the representative ( I believe her name was XXXX ) I was not going to pay the debt and instructed her to place a "" do not call '' on my account. XXXX stated she would do that. Since that time, I have continued to receive several calls a week. Many of them placed twice on the same day. I have a record in my caller ID log. 

On XXXX XXXX, XXXX, I sent a registered letter to XXXX XXXX, Human Resources Director. I told XXXX XXXX I did not want any further communication from Portfolio Associates ( mail or telephone ). The letter was delivered on XXXX/XXXX/XXXX. I have delivery verification. 

After the letter was received, several more calls have been placed to me. What they are doing is phoning under an ID which does not specify Portfolio Recovery. I do not answer the phone then call them back and it is Recovery Portfolio. On XXXX XXXX, XXXX, at XXXX XXXX the ID listed XXXX XXXX XXXX at XXXX XXXX XXXX. I spoke to a representative. I told her I was not to receive any more calls and she tried to argue with me but I hung up. On XXXX XXXX, XXXX at XXXX XXXX the ID listed the caller as XXXX at XXXX XXXX XXXX. I called back and could not understand the representative 's name. I told her I have written a letter stating I am not to be contacted in any way, shape or form. The representative looked up my account and stated there were not any notes on it saying to not call me. I explained I do not owe the debt and the representative asked if I had paid the debt with XXXX XXXX to which I replied it was irrelevant. I told the representative I filed a complaint with the FCC and what they are doing is considered harassment. She stated she would send a notice to the dispute department. 

On XXXX XXXX, XXXX, I received a call from XXXX, XXXX at XXXX XXXX : XXXX XXXX XXXX. The representative identified himself as being from Portfolio Recovery. He stated he is trying to collect an old debt and read a disclaimer stating I can be sued in court. I told him this is the 4th time I have stated I do not want any calls. Further I explained I sent a registered letter which was received. The representative stated it is not in the system. This is precisely what the representative on XXXX XXXX stated. The letter was written on XXXX/XXXX/XXXX and received on XXXX/XXXX/XXXX. 

I wish to file a formal complaint against Portfolio Recovery for harassment and threatening to sue me for a disputed debt more than 12 years old which I do not owe. I am unfamiliar with this process and would appreciate notice of how I am to proceed. 

Thank you for your time with this. 

XXXX XXXX",,PORTFOLIO RECOVERY ASSOCIATES INC,ME,049XX,Servicemember,Consent provided,Web,2/1/2016,Closed with non-monetary relief,Yes,No,1767141
2/5/2015,Credit card,,Credit determination,,,,"SUNTRUST BANKS, INC.",FL,34210,,N/A,Web,2/5/2015,Closed with non-monetary relief,Yes,No,1226465
2/7/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94127,,N/A,Referral,2/8/2013,Closed with explanation,Yes,No,291643
12/4/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Focus Receivables ManagementXXXX XXXX XXXX XXXX, GA XXXXThis company has reported to the credit agencies that I have {$38.00} in collections with XXXX XXXX from XXXX and reported it in XXXX XXXX. I 'm in the process of trying to obtain a home loan and this has negatively affected me. There is no way that this is a legitimate debt as I was not living in the United States from XXXX XXXX - XXXX XXXX, do not have XXXX XXXX nor is it even available in XXXX Idaho where I 'm currently living. They had called me several XXXX times and I informed them that this is not my debt and I do not have any account with XXXX cable. I had asked them several times to stop calling me before blocking their number. I 'm still receiving several mysterious automated calls daily. 

Regards, XXXX XXXX",Company can't verify or dispute the facts in the complaint,Focus Holding Company,ID,837XX,Servicemember,Consent provided,Web,12/9/2015,Closed with explanation,Yes,No,1683066
10/13/2014,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,"EQUIFAX, INC.",CA,93907,,N/A,Web,10/13/2014,Closed with explanation,Yes,No,1068570
6/6/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,NJ,8054,,N/A,Referral,6/18/2013,Closed with explanation,Yes,No,426133
1/26/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Don't agree with fees charged,"I graduated from XXXX school in XXXX with student loan debt of around XXXX. Shortly after, I received separate bills from many lenders. To make it easier, I consolidated them all with XXXX XXXX in XXXX, XXXX and enrolled into an ICR ( Income Contingent ) because I was a XXXX a making only XXXX a year. Several times they suggested that I go on financial hardship and defer my loans. XXXX XXXX did not tell me that the interest would accrue and be capitalized. Also, XXXX XXXX did not inform me that once you consolidate you ca n't ever refinance your loans - my interest rate is at 8.25 %. Finally in XXXX, I transferred my loans to Direct Student Loans hoping I could refinance at a lower rate and still was on the ICR payment plan. Direct Loans in turn sold it back to XXXX XXXX in XXXX and never got to refinance. During these years, I have been working in XXXX XXXX to make more money to pay off my loans. However, there is a high turnover rate and I am unemployed almost every 2 years. XXXX XXXX would put me on unemployment deferment over and over and again - the interest would accrue and capitalize without any explanation/counseling on how this works. From XXXX XXXX, my loans were under ICR plans both with XXXX XXXX and Direct Student Loans for a total of 16 years. Navient told me XXXX that during the years my loans were with Direct Loans they would not count those years for ICR. Also, those years while they were with XXXX XXXX - those ICR years do n't count either, because they said "" Navient is a different entitity and XXXX XXXX no longer exists ''. Under ICR after 25 years my loans should be forgiven - where did my 16 years of payments on ICR go? XXXX, I was unemployed again. I called Navient and they suggested I changed to an IBR plan because he found no records on my ICR plan because, "" XXXX XXXX no longer existed and they do n't have those records ''. This was a bait and switch because in my next statement my loans went up XXXX in one month. I called and they said it was because I switched plans ( which they suggested ) so the interest accrued and capitalized. My loans have ballooned from XXXX to almost XXXX and the repayment plan years for forgiveness have reset under IBR. At age XXXX and recently XXXX, I will never be able to pay them back and am again unemployed with no retirement or savings. I was the only one in my family to go to college, had no idea what I was doing with regards to student loans, and was never counseled or received loan education. Their predatory lending has ruined my life and am seeking full resolution for their deceptive practices.",,"Navient Solutions, LLC.",FL,342XX,,Consent provided,Web,1/26/2017,Closed with explanation,Yes,No,2313219
